SCC,num,specise,PSO4,PNO3,PEC,POC,PMFINE
30200832,92030,PM2_5,0.0036,0,0.0018,0.0405,0.9542
30200833,92030,PM2_5,0.0036,0,0.0018,0.0405,0.9542
30200834,92031,PM2_5,0.0005,0.0005,0,0.12,0.879
30200835,92030,PM2_5,0.0036,0,0.0018,0.0405,0.9542
30200899,92030,PM2_5,0.0036,0,0.0018,0.0405,0.9542
30200900,92030,PM2_5,0.0036,0,0.0018,0.0405,0.9542
30200901,92030,PM2_5,0.0036,0,0.0018,0.0405,0.9542
30200902,92031,PM2_5,0.0005,0.0005,0,0.12,0.879
30200903,92030,PM2_5,0.0036,0,0.0018,0.0405,0.9542
30200904,92030,PM2_5,0.0036,0,0.0018,0.0405,0.9542
30200905,92031,PM2_5,0.0005,0.0005,0,0.12,0.879
30200906,92030,PM2_5,0.0036,0,0.0018,0.0405,0.9542
30200907,92030,PM2_5,0.0036,0,0.0018,0.0405,0.9542
30200911,92030,PM2_5,0.0036,0,0.0018,0.0405,0.9542
30200920,92030,PM2_5,0.0036,0,0.0018,0.0405,0.9542
30200998,92030,PM2_5,0.0036,0,0.0018,0.0405,0.9542
30200999,92030,PM2_5,0.0036,0,0.0018,0.0405,0.9542
30201000,92030,PM2_5,0.0036,0,0.0018,0.0405,0.9542
30201001,92030,PM2_5,0.0036,0,0.0018,0.0405,0.9542
30201002,92031,PM2_5,0.0005,0.0005,0,0.12,0.879
30201004,92030,PM2_5,0.0036,0,0.0018,0.0405,0.9542
30201005,92030,PM2_5,0.0036,0,0.0018,0.0405,0.9542
30201100,92030,PM2_5,0.0036,0,0.0018,0.0405,0.9542
30201200,92030,PM2_5,0.0036,0,0.0018,0.0405,0.9542
30201201,92030,PM2_5,0.0036,0,0.0018,0.0405,0.9542
30201202,92030,PM2_5,0.0036,0,0.0018,0.0405,0.9542
30201205,92031,PM2_5,0.0005,0.0005,0,0.12,0.879
30201206,92031,PM2_5,0.0005,0.0005,0,0.12,0.879
30201299,92030,PM2_5,0.0036,0,0.0018,0.0405,0.9542
30201300,92030,PM2_5,0.0036,0,0.0018,0.0405,0.9542
30201301,92015,PM2_5,0.0013,0.0014,0.0406,0.81,0.1467
30201302,92015,PM2_5,0.0013,0.0014,0.0406,0.81,0.1467
30201303,92015,PM2_5,0.0013,0.0014,0.0406,0.81,0.1467
30201304,92015,PM2_5,0.0013,0.0014,0.0406,0.81,0.1467
30201305,92015,PM2_5,0.0013,0.0014,0.0406,0.81,0.1467
30201311,92015,PM2_5,0.0013,0.0014,0.0406,0.81,0.1467
30201401,92030,PM2_5,0.0036,0,0.0018,0.0405,0.9542
30201402,92030,PM2_5,0.0036,0,0.0018,0.0405,0.9542
30201403,92030,PM2_5,0.0036,0,0.0018,0.0405,0.9542
30201407,92030,PM2_5,0.0036,0,0.0018,0.0405,0.9542
30201408,92030,PM2_5,0.0036,0,0.0018,0.0405,0.9542
30201410,92031,PM2_5,0.0005,0.0005,0,0.12,0.879
30201411,92031,PM2_5,0.0005,0.0005,0,0.12,0.879
30201412,92031,PM2_5,0.0005,0.0005,0,0.12,0.879
30201421,92030,PM2_5,0.0036,0,0.0018,0.0405,0.9542
30201422,92030,PM2_5,0.0036,0,0.0018,0.0405,0.9542
30201501,92030,PM2_5,0.0036,0,0.0018,0.0405,0.9542
30201599,92030,PM2_5,0.0036,0,0.0018,0.0405,0.9542
30201601,92031,PM2_5,0.0005,0.0005,0,0.12,0.879
30201605,92031,PM2_5,0.0005,0.0005,0,0.12,0.879
30201608,92031,PM2_5,0.0005,0.0005,0,0.12,0.879
30201612,92030,PM2_5,0.0036,0,0.0018,0.0405,0.9542
30201616,92030,PM2_5,0.0036,0,0.0018,0.0405,0.9542
30201651,92031,PM2_5,0.0005,0.0005,0,0.12,0.879
30201655,92030,PM2_5,0.0036,0,0.0018,0.0405,0.9542
30201658,92030,PM2_5,0.0036,0,0.0018,0.0405,0.9542
30201661,92030,PM2_5,0.0036,0,0.0018,0.0405,0.9542
30201682,92030,PM2_5,0.0036,0,0.0018,0.0405,0.9542
30201684,92044,PM2_5,0.4289,0.0056,0.0232,0.0665,0.4758
30201686,92044,PM2_5,0.4289,0.0056,0.0232,0.0665,0.4758
30201688,92030,PM2_5,0.0036,0,0.0018,0.0405,0.9542
30201699,92030,PM2_5,0.0036,0,0.0018,0.0405,0.9542
30201701,92030,PM2_5,0.0036,0,0.0018,0.0405,0.9542
30201702,92030,PM2_5,0.0036,0,0.0018,0.0405,0.9542
30201703,92030,PM2_5,0.0036,0,0.0018,0.0405,0.9542
30201705,92031,PM2_5,0.0005,0.0005,0,0.12,0.879
30201711,92030,PM2_5,0.0036,0,0.0018,0.0405,0.9542
30201712,92030,PM2_5,0.0036,0,0.0018,0.0405,0.9542
30201713,92030,PM2_5,0.0036,0,0.0018,0.0405,0.9542
30201714,92030,PM2_5,0.0036,0,0.0018,0.0405,0.9542
30201715,92030,PM2_5,0.0036,0,0.0018,0.0405,0.9542
30201717,92031,PM2_5,0.0005,0.0005,0,0.12,0.879
30201799,92030,PM2_5,0.0036,0,0.0018,0.0405,0.9542
30201800,92030,PM2_5,0.0036,0,0.0018,0.0405,0.9542
30201899,92030,PM2_5,0.0036,0,0.0018,0.0405,0.9542
30201900,92030,PM2_5,0.0036,0,0.0018,0.0405,0.9542
30201902,92030,PM2_5,0.0036,0,0.0018,0.0405,0.9542
30201903,92030,PM2_5,0.0036,0,0.0018,0.0405,0.9542
30201905,92030,PM2_5,0.0036,0,0.0018,0.0405,0.9542
30201907,92030,PM2_5,0.0036,0,0.0018,0.0405,0.9542
30201908,92030,PM2_5,0.0036,0,0.0018,0.0405,0.9542
30201911,92030,PM2_5,0.0036,0,0.0018,0.0405,0.9542
30201916,92030,PM2_5,0.0036,0,0.0018,0.0405,0.9542
30201917,92030,PM2_5,0.0036,0,0.0018,0.0405,0.9542
30201918,92030,PM2_5,0.0036,0,0.0018,0.0405,0.9542
30201930,92030,PM2_5,0.0036,0,0.0018,0.0405,0.9542
30201931,92031,PM2_5,0.0005,0.0005,0,0.12,0.879
30201932,92030,PM2_5,0.0036,0,0.0018,0.0405,0.9542
30201933,92030,PM2_5,0.0036,0,0.0018,0.0405,0.9542
30201935,92030,PM2_5,0.0036,0,0.0018,0.0405,0.9542
30201939,92030,PM2_5,0.0036,0,0.0018,0.0405,0.9542
30201999,92030,PM2_5,0.0036,0,0.0018,0.0405,0.9542
30202000,92023,PM2_5,0.0446,0.0926,0.0516,0.3183,0.4929
30202001,92023,PM2_5,0.0446,0.0926,0.0516,0.3183,0.4929
30202002,92023,PM2_5,0.0446,0.0926,0.0516,0.3183,0.4929
30202100,92030,PM2_5,0.0036,0,0.0018,0.0405,0.9542
30202102,92030,PM2_5,0.0036,0,0.0018,0.0405,0.9542
30202201,92030,PM2_5,0.0036,0,0.0018,0.0405,0.9542
30202601,92030,PM2_5,0.0036,0,0.0018,0.0405,0.9542
30202801,92030,PM2_5,0.0036,0,0.0018,0.0405,0.9542
30203000,92031,PM2_5,0.0005,0.0005,0,0.12,0.879
30203001,92031,PM2_5,0.0005,0.0005,0,0.12,0.879
30203010,92031,PM2_5,0.0005,0.0005,0,0.12,0.879
30203020,92031,PM2_5,0.0005,0.0005,0,0.12,0.879
30203099,92030,PM2_5,0.0036,0,0.0018,0.0405,0.9542
30203103,92030,PM2_5,0.0036,0,0.0018,0.0405,0.9542
30203104,92031,PM2_5,0.0005,0.0005,0,0.12,0.879
30203105,92030,PM2_5,0.0036,0,0.0018,0.0405,0.9542
30203106,92030,PM2_5,0.0036,0,0.0018,0.0405,0.9542
30203107,92030,PM2_5,0.0036,0,0.0018,0.0405,0.9542
30203108,92030,PM2_5,0.0036,0,0.0018,0.0405,0.9542
30203109,92030,PM2_5,0.0036,0,0.0018,0.0405,0.9542
30203111,92030,PM2_5,0.0036,0,0.0018,0.0405,0.9542
30203200,92031,PM2_5,0.0005,0.0005,0,0.12,0.879
30203201,92031,PM2_5,0.0005,0.0005,0,0.12,0.879
30203202,92031,PM2_5,0.0005,0.0005,0,0.12,0.879
30203203,92030,PM2_5,0.0036,0,0.0018,0.0405,0.9542
30203204,92030,PM2_5,0.0036,0,0.0018,0.0405,0.9542
30203299,92031,PM2_5,0.0005,0.0005,0,0.12,0.879
30203300,92030,PM2_5,0.0036,0,0.0018,0.0405,0.9542
30203399,92030,PM2_5,0.0036,0,0.0018,0.0405,0.9542
30203601,92058,PM2_5,0,0,0.04,0.627,0.333
30203602,92058,PM2_5,0,0,0.04,0.627,0.333
30203603,92058,PM2_5,0,0,0.04,0.627,0.333
30203604,92058,PM2_5,0,0,0.04,0.627,0.333
30203800,92030,PM2_5,0.0036,0,0.0018,0.0405,0.9542
30203801,92030,PM2_5,0.0036,0,0.0018,0.0405,0.9542
30203802,92030,PM2_5,0.0036,0,0.0018,0.0405,0.9542
30203803,92031,PM2_5,0.0005,0.0005,0,0.12,0.879
30203804,92030,PM2_5,0.0036,0,0.0018,0.0405,0.9542
30203805,92030,PM2_5,0.0036,0,0.0018,0.0405,0.9542
30203811,92031,PM2_5,0.0005,0.0005,0,0.12,0.879
30204000,92030,PM2_5,0.0036,0,0.0018,0.0405,0.9542
30204001,92031,PM2_5,0.0005,0.0005,0,0.12,0.879
30204002,92030,PM2_5,0.0036,0,0.0018,0.0405,0.9542
30204003,92030,PM2_5,0.0036,0,0.0018,0.0405,0.9542
30204004,92030,PM2_5,0.0036,0,0.0018,0.0405,0.9542
30280001,92030,PM2_5,0.0036,0,0.0018,0.0405,0.9542
30288801,92030,PM2_5,0.0036,0,0.0018,0.0405,0.9542
30288802,92030,PM2_5,0.0036,0,0.0018,0.0405,0.9542
30288805,92030,PM2_5,0.0036,0,0.0018,0.0405,0.9542
30290001,92025,PM2_5,0.19,0,0.1,0.25,0.46
30290002,92072,PM2_5,0.44,0,0.01,0.01,0.54
30290003,92048,PM2_5,0.086,0.021,0.384,0.247,0.262
30290005,92048,PM2_5,0.086,0.021,0.384,0.247,0.262
30291001,92048,PM2_5,0.086,0.021,0.384,0.247,0.262
30299900,92030,PM2_5,0.0036,0,0.0018,0.0405,0.9542
30299998,92030,PM2_5,0.0036,0,0.0018,0.0405,0.9542
30299999,92030,PM2_5,0.0036,0,0.0018,0.0405,0.9542
30300001,92002,PM2_5,0.044,0.0041,0.023,0.039,0.8899
30300002,92002,PM2_5,0.044,0.0041,0.023,0.039,0.8899
30300003,92002,PM2_5,0.044,0.0041,0.023,0.039,0.8899
30300099,92002,PM2_5,0.044,0.0041,0.023,0.039,0.8899
30300101,92002,PM2_5,0.044,0.0041,0.023,0.039,0.8899
30300102,92002,PM2_5,0.044,0.0041,0.023,0.039,0.8899
30300103,92002,PM2_5,0.044,0.0041,0.023,0.039,0.8899
30300104,92002,PM2_5,0.044,0.0041,0.023,0.039,0.8899
30300105,92002,PM2_5,0.044,0.0041,0.023,0.039,0.8899
30300106,92002,PM2_5,0.044,0.0041,0.023,0.039,0.8899
30300107,92002,PM2_5,0.044,0.0041,0.023,0.039,0.8899
30300108,92002,PM2_5,0.044,0.0041,0.023,0.039,0.8899
30300109,92002,PM2_5,0.044,0.0041,0.023,0.039,0.8899
30300110,92002,PM2_5,0.044,0.0041,0.023,0.039,0.8899
30300111,92002,PM2_5,0.044,0.0041,0.023,0.039,0.8899
30300191,92002,PM2_5,0.044,0.0041,0.023,0.039,0.8899
30300192,92002,PM2_5,0.044,0.0041,0.023,0.039,0.8899
30300198,92002,PM2_5,0.044,0.0041,0.023,0.039,0.8899
30300199,92002,PM2_5,0.044,0.0041,0.023,0.039,0.8899
30300201,92002,PM2_5,0.044,0.0041,0.023,0.039,0.8899
30300202,92002,PM2_5,0.044,0.0041,0.023,0.039,0.8899
30300203,92002,PM2_5,0.044,0.0041,0.023,0.039,0.8899
30300302,92084,PM2_5,0.1267,0.0016,0.0188,0.0263,0.8266
30300303,92084,PM2_5,0.1267,0.0016,0.0188,0.0263,0.8266
30300304,92084,PM2_5,0.1267,0.0016,0.0188,0.0263,0.8266
30300305,92084,PM2_5,0.1267,0.0016,0.0188,0.0263,0.8266
30300306,92084,PM2_5,0.1267,0.0016,0.0188,0.0263,0.8266
30300307,92084,PM2_5,0.1267,0.0016,0.0188,0.0263,0.8266
30300308,92084,PM2_5,0.1267,0.0016,0.0188,0.0263,0.8266
30300309,92084,PM2_5,0.1267,0.0016,0.0188,0.0263,0.8266
30300310,92084,PM2_5,0.1267,0.0016,0.0188,0.0263,0.8266
30300312,92084,PM2_5,0.1267,0.0016,0.0188,0.0263,0.8266
30300313,92084,PM2_5,0.1267,0.0016,0.0188,0.0263,0.8266
30300314,92084,PM2_5,0.1267,0.0016,0.0188,0.0263,0.8266
30300315,92084,PM2_5,0.1267,0.0016,0.0188,0.0263,0.8266
30300316,92084,PM2_5,0.1267,0.0016,0.0188,0.0263,0.8266
30300317,92084,PM2_5,0.1267,0.0016,0.0188,0.0263,0.8266
30300331,92084,PM2_5,0.1267,0.0016,0.0188,0.0263,0.8266
30300334,92084,PM2_5,0.1267,0.0016,0.0188,0.0263,0.8266
30300351,92084,PM2_5,0.1267,0.0016,0.0188,0.0263,0.8266
30300361,92084,PM2_5,0.1267,0.0016,0.0188,0.0263,0.8266
30300399,92084,PM2_5,0.1267,0.0016,0.0188,0.0263,0.8266
30300401,92084,PM2_5,0.1267,0.0016,0.0188,0.0263,0.8266
30300500,92021,PM2_5,0,0,0,0,1
30300501,92021,PM2_5,0,0,0,0,1
30300502,92021,PM2_5,0,0,0,0,1
30300503,92021,PM2_5,0,0,0,0,1
30300504,92021,PM2_5,0,0,0,0,1
30300505,92021,PM2_5,0,0,0,0,1
30300506,92021,PM2_5,0,0,0,0,1
30300510,92021,PM2_5,0,0,0,0,1
30300511,92021,PM2_5,0,0,0,0,1
30300512,92021,PM2_5,0,0,0,0,1
30300513,92021,PM2_5,0,0,0,0,1
30300514,92021,PM2_5,0,0,0,0,1
30300515,92021,PM2_5,0,0,0,0,1
30300516,92021,PM2_5,0,0,0,0,1
30300519,92088,PM2_5,0.0023,0.0013,0.001,0.0546,0.9409
30300522,92021,PM2_5,0,0,0,0,1
30300527,92021,PM2_5,0,0,0,0,1
30300528,92021,PM2_5,0,0,0,0,1
30300534,92021,PM2_5,0,0,0,0,1
30300599,92021,PM2_5,0,0,0,0,1
30300601,92027,PM2_5,0.0403,0.057,0.1012,0.0514,0.7502
30300602,92027,PM2_5,0.0403,0.057,0.1012,0.0514,0.7502
30300603,92027,PM2_5,0.0403,0.057,0.1012,0.0514,0.7502
30300604,92027,PM2_5,0.0403,0.057,0.1012,0.0514,0.7502
30300605,92027,PM2_5,0.0403,0.057,0.1012,0.0514,0.7502
30300606,92027,PM2_5,0.0403,0.057,0.1012,0.0514,0.7502
30300610,92027,PM2_5,0.0403,0.057,0.1012,0.0514,0.7502
30300611,92027,PM2_5,0.0403,0.057,0.1012,0.0514,0.7502
30300613,92027,PM2_5,0.0403,0.057,0.1012,0.0514,0.7502
30300614,92027,PM2_5,0.0403,0.057,0.1012,0.0514,0.7502
30300616,92027,PM2_5,0.0403,0.057,0.1012,0.0514,0.7502
30300617,92027,PM2_5,0.0403,0.057,0.1012,0.0514,0.7502
30300621,92027,PM2_5,0.0403,0.057,0.1012,0.0514,0.7502
30300623,92027,PM2_5,0.0403,0.057,0.1012,0.0514,0.7502
30300624,92027,PM2_5,0.0403,0.057,0.1012,0.0514,0.7502
30300625,92027,PM2_5,0.0403,0.057,0.1012,0.0514,0.7502
30300654,92027,PM2_5,0.0403,0.057,0.1012,0.0514,0.7502
30300699,92027,PM2_5,0.0403,0.057,0.1012,0.0514,0.7502
30300701,92026,PM2_5,0.0224,0.0023,0.0036,0.0323,0.9393
30300702,92026,PM2_5,0.0224,0.0023,0.0036,0.0323,0.9393
30300801,92079,PM2_5,0.1035,0,0.0017,0.0273,0.8675
30300802,92079,PM2_5,0.1035,0,0.0017,0.0273,0.8675
30300804,92079,PM2_5,0.1035,0,0.0017,0.0273,0.8675
30300805,92079,PM2_5,0.1035,0,0.0017,0.0273,0.8675
30300808,92079,PM2_5,0.1035,0,0.0017,0.0273,0.8675
30300809,92079,PM2_5,0.1035,0,0.0017,0.0273,0.8675
30300811,92079,PM2_5,0.1035,0,0.0017,0.0273,0.8675
30300812,92079,PM2_5,0.1035,0,0.0017,0.0273,0.8675
30300813,92079,PM2_5,0.1035,0,0.0017,0.0273,0.8675
30300814,92079,PM2_5,0.1035,0,0.0017,0.0273,0.8675
30300815,92079,PM2_5,0.1035,0,0.0017,0.0273,0.8675
30300816,92079,PM2_5,0.1035,0,0.0017,0.0273,0.8675
30300817,92079,PM2_5,0.1035,0,0.0017,0.0273,0.8675
30300818,92079,PM2_5,0.1035,0,0.0017,0.0273,0.8675
30300819,92079,PM2_5,0.1035,0,0.0017,0.0273,0.8675
30300820,92079,PM2_5,0.1035,0,0.0017,0.0273,0.8675
30300821,92079,PM2_5,0.1035,0,0.0017,0.0273,0.8675
30300822,92079,PM2_5,0.1035,0,0.0017,0.0273,0.8675
30300823,92079,PM2_5,0.1035,0,0.0017,0.0273,0.8675
30300824,92079,PM2_5,0.1035,0,0.0017,0.0273,0.8675
30300825,92079,PM2_5,0.1035,0,0.0017,0.0273,0.8675
30300826,92079,PM2_5,0.1035,0,0.0017,0.0273,0.8675
30300827,92079,PM2_5,0.1035,0,0.0017,0.0273,0.8675
30300828,92079,PM2_5,0.1035,0,0.0017,0.0273,0.8675
30300831,92088,PM2_5,0.0023,0.0013,0.001,0.0546,0.9409
30300832,92088,PM2_5,0.0023,0.0013,0.001,0.0546,0.9409
30300833,92088,PM2_5,0.0023,0.0013,0.001,0.0546,0.9409
30300834,92053,PM2_5,0.003,0.0004,0.0104,0.0974,0.8887
30300841,92079,PM2_5,0.1035,0,0.0017,0.0273,0.8675
30300842,92079,PM2_5,0.1035,0,0.0017,0.0273,0.8675
30300899,92079,PM2_5,0.1035,0,0.0017,0.0273,0.8675
30300900,92051,PM2_5,0.4,0.0055,0,0.2,0.3945
30300901,92051,PM2_5,0.4,0.0055,0,0.2,0.3945
30300904,92026,PM2_5,0.0224,0.0023,0.0036,0.0323,0.9393
30300906,92026,PM2_5,0.0224,0.0023,0.0036,0.0323,0.9393
30300907,92026,PM2_5,0.0224,0.0023,0.0036,0.0323,0.9393
30300908,92026,PM2_5,0.0224,0.0023,0.0036,0.0323,0.9393
30300910,92051,PM2_5,0.4,0.0055,0,0.2,0.3945
30300911,92051,PM2_5,0.4,0.0055,0,0.2,0.3945
30300912,92051,PM2_5,0.4,0.0055,0,0.2,0.3945
30300913,92051,PM2_5,0.4,0.0055,0,0.2,0.3945
30300914,92051,PM2_5,0.4,0.0055,0,0.2,0.3945
30300915,92051,PM2_5,0.4,0.0055,0,0.2,0.3945
30300916,92051,PM2_5,0.4,0.0055,0,0.2,0.3945
30300917,92051,PM2_5,0.4,0.0055,0,0.2,0.3945
30300920,92083,PM2_5,0.0822,0,0,0,0.9178
30300921,92051,PM2_5,0.4,0.0055,0,0.2,0.3945
30300922,92051,PM2_5,0.4,0.0055,0,0.2,0.3945
30300923,92051,PM2_5,0.4,0.0055,0,0.2,0.3945
30300924,92051,PM2_5,0.4,0.0055,0,0.2,0.3945
30300925,92051,PM2_5,0.4,0.0055,0,0.2,0.3945
30300927,92051,PM2_5,0.4,0.0055,0,0.2,0.3945
30300928,92026,PM2_5,0.0224,0.0023,0.0036,0.0323,0.9393
30300929,92026,PM2_5,0.0224,0.0023,0.0036,0.0323,0.9393
30300931,92051,PM2_5,0.4,0.0055,0,0.2,0.3945
30300932,92051,PM2_5,0.4,0.0055,0,0.2,0.3945
30300933,92051,PM2_5,0.4,0.0055,0,0.2,0.3945
30300934,92051,PM2_5,0.4,0.0055,0,0.2,0.3945
30300935,92051,PM2_5,0.4,0.0055,0,0.2,0.3945
30300936,92051,PM2_5,0.4,0.0055,0,0.2,0.3945
30300998,92051,PM2_5,0.4,0.0055,0,0.2,0.3945
30300999,92051,PM2_5,0.4,0.0055,0,0.2,0.3945
30301001,92043,PM2_5,0,0,0,0,1
30301002,92043,PM2_5,0,0,0,0,1
30301003,92043,PM2_5,0,0,0,0,1
30301004,92043,PM2_5,0,0,0,0,1
30301005,92043,PM2_5,0,0,0,0,1
30301008,92043,PM2_5,0,0,0,0,1
30301009,92043,PM2_5,0,0,0,0,1
30301010,92043,PM2_5,0,0,0,0,1
30301011,92043,PM2_5,0,0,0,0,1
30301012,92043,PM2_5,0,0,0,0,1
30301013,92043,PM2_5,0,0,0,0,1
30301016,92043,PM2_5,0,0,0,0,1
30301018,92043,PM2_5,0,0,0,0,1
30301019,92043,PM2_5,0,0,0,0,1
30301021,92043,PM2_5,0,0,0,0,1
30301022,92043,PM2_5,0,0,0,0,1
30301023,92043,PM2_5,0,0,0,0,1
30301025,92043,PM2_5,0,0,0,0,1
30301026,92043,PM2_5,0,0,0,0,1
30301029,92043,PM2_5,0,0,0,0,1
30301099,92043,PM2_5,0,0,0,0,1
30301101,92047,PM2_5,0.1406,0.0027,0.0147,0.0525,0.7895
30301102,92047,PM2_5,0.1406,0.0027,0.0147,0.0525,0.7895
30301199,92047,PM2_5,0.1406,0.0027,0.0147,0.0525,0.7895
30301201,92047,PM2_5,0.1406,0.0027,0.0147,0.0525,0.7895
30301202,92047,PM2_5,0.1406,0.0027,0.0147,0.0525,0.7895
30301299,92047,PM2_5,0.1406,0.0027,0.0147,0.0525,0.7895
30301301,92047,PM2_5,0.1406,0.0027,0.0147,0.0525,0.7895
30301302,92047,PM2_5,0.1406,0.0027,0.0147,0.0525,0.7895
30301401,92047,PM2_5,0.1406,0.0027,0.0147,0.0525,0.7895
30301402,92047,PM2_5,0.1406,0.0027,0.0147,0.0525,0.7895
30301403,92047,PM2_5,0.1406,0.0027,0.0147,0.0525,0.7895
30301499,92047,PM2_5,0.1406,0.0027,0.0147,0.0525,0.7895
30301501,92079,PM2_5,0.1035,0,0.0017,0.0273,0.8675
30301502,92079,PM2_5,0.1035,0,0.0017,0.0273,0.8675
30301510,92079,PM2_5,0.1035,0,0.0017,0.0273,0.8675
30301511,92079,PM2_5,0.1035,0,0.0017,0.0273,0.8675
30301512,92079,PM2_5,0.1035,0,0.0017,0.0273,0.8675
30301518,92083,PM2_5,0.0822,0,0,0,0.9178
30301530,92051,PM2_5,0.4,0.0055,0,0.2,0.3945
30301580,92051,PM2_5,0.4,0.0055,0,0.2,0.3945
30301581,92051,PM2_5,0.4,0.0055,0,0.2,0.3945
30301583,92051,PM2_5,0.4,0.0055,0,0.2,0.3945
30301584,92051,PM2_5,0.4,0.0055,0,0.2,0.3945
30301590,92020,PM2_5,0.0011,0.0004,0,0.0462,0.9523
30301591,92037,PM2_5,0.0986,0.003,0.0089,0.0736,0.8159
30301592,92037,PM2_5,0.0986,0.003,0.0089,0.0736,0.8159
30301595,92037,PM2_5,0.0986,0.003,0.0089,0.0736,0.8159
30301596,92037,PM2_5,0.0986,0.003,0.0089,0.0736,0.8159
30302301,92047,PM2_5,0.1406,0.0027,0.0147,0.0525,0.7895
30302302,92047,PM2_5,0.1406,0.0027,0.0147,0.0525,0.7895
30302303,92047,PM2_5,0.1406,0.0027,0.0147,0.0525,0.7895
30302304,92047,PM2_5,0.1406,0.0027,0.0147,0.0525,0.7895
30302306,92047,PM2_5,0.1406,0.0027,0.0147,0.0525,0.7895
30302307,92047,PM2_5,0.1406,0.0027,0.0147,0.0525,0.7895
30302308,92047,PM2_5,0.1406,0.0027,0.0147,0.0525,0.7895
30302309,92047,PM2_5,0.1406,0.0027,0.0147,0.0525,0.7895
30302310,92047,PM2_5,0.1406,0.0027,0.0147,0.0525,0.7895
30302312,92048,PM2_5,0.086,0.021,0.384,0.247,0.262
30302313,92047,PM2_5,0.1406,0.0027,0.0147,0.0525,0.7895
30302315,92047,PM2_5,0.1406,0.0027,0.0147,0.0525,0.7895
30302316,92047,PM2_5,0.1406,0.0027,0.0147,0.0525,0.7895
30302321,92088,PM2_5,0.0023,0.0013,0.001,0.0546,0.9409
30302322,92088,PM2_5,0.0023,0.0013,0.001,0.0546,0.9409
30302351,92048,PM2_5,0.086,0.021,0.384,0.247,0.262
30302352,92048,PM2_5,0.086,0.021,0.384,0.247,0.262
30302359,92084,PM2_5,0.1267,0.0016,0.0188,0.0263,0.8266
30302360,92084,PM2_5,0.1267,0.0016,0.0188,0.0263,0.8266
30302371,92048,PM2_5,0.086,0.021,0.384,0.247,0.262
30302372,92048,PM2_5,0.086,0.021,0.384,0.247,0.262
30302373,92048,PM2_5,0.086,0.021,0.384,0.247,0.262
30302374,92048,PM2_5,0.086,0.021,0.384,0.247,0.262
30302380,92047,PM2_5,0.1406,0.0027,0.0147,0.0525,0.7895
30302381,92048,PM2_5,0.086,0.021,0.384,0.247,0.262
30302382,92048,PM2_5,0.086,0.021,0.384,0.247,0.262
30302399,92047,PM2_5,0.1406,0.0027,0.0147,0.0525,0.7895
30302400,92073,PM2_5,0.006,0.0005,0,0,0.9935
30302401,92073,PM2_5,0.006,0.0005,0,0,0.9935
30302402,92073,PM2_5,0.006,0.0005,0,0,0.9935
30302403,92073,PM2_5,0.006,0.0005,0,0,0.9935
30302404,92073,PM2_5,0.006,0.0005,0,0,0.9935
30302405,92073,PM2_5,0.006,0.0005,0,0,0.9935
30302406,92073,PM2_5,0.006,0.0005,0,0,0.9935
30302407,92073,PM2_5,0.006,0.0005,0,0,0.9935
30302408,92073,PM2_5,0.006,0.0005,0,0,0.9935
30302409,92073,PM2_5,0.006,0.0005,0,0,0.9935
30302410,92073,PM2_5,0.006,0.0005,0,0,0.9935
30302411,92073,PM2_5,0.006,0.0005,0,0,0.9935
30302499,92073,PM2_5,0.006,0.0005,0,0,0.9935
30303001,92079,PM2_5,0.1035,0,0.0017,0.0273,0.8675
30303003,92079,PM2_5,0.1035,0,0.0017,0.0273,0.8675
30303005,92079,PM2_5,0.1035,0,0.0017,0.0273,0.8675
30303006,92079,PM2_5,0.1035,0,0.0017,0.0273,0.8675
30303007,92079,PM2_5,0.1035,0,0.0017,0.0273,0.8675
30303008,92079,PM2_5,0.1035,0,0.0017,0.0273,0.8675
30303009,92079,PM2_5,0.1035,0,0.0017,0.0273,0.8675
30303010,92079,PM2_5,0.1035,0,0.0017,0.0273,0.8675
30303011,92079,PM2_5,0.1035,0,0.0017,0.0273,0.8675
30303012,92079,PM2_5,0.1035,0,0.0017,0.0273,0.8675
30303014,92073,PM2_5,0.006,0.0005,0,0,0.9935
30303015,92079,PM2_5,0.1035,0,0.0017,0.0273,0.8675
30303016,92079,PM2_5,0.1035,0,0.0017,0.0273,0.8675
30303018,92079,PM2_5,0.1035,0,0.0017,0.0273,0.8675
30303022,92079,PM2_5,0.1035,0,0.0017,0.0273,0.8675
30303023,92079,PM2_5,0.1035,0,0.0017,0.0273,0.8675
30303099,92079,PM2_5,0.1035,0,0.0017,0.0273,0.8675
30304000,92002,PM2_5,0.044,0.0041,0.023,0.039,0.8899
30304001,92002,PM2_5,0.044,0.0041,0.023,0.039,0.8899
30382001,92047,PM2_5,0.1406,0.0027,0.0147,0.0525,0.7895
30382599,92047,PM2_5,0.1406,0.0027,0.0147,0.0525,0.7895
30388801,92047,PM2_5,0.1406,0.0027,0.0147,0.0525,0.7895
30388802,92047,PM2_5,0.1406,0.0027,0.0147,0.0525,0.7895
30388803,92047,PM2_5,0.1406,0.0027,0.0147,0.0525,0.7895
30388804,92047,PM2_5,0.1406,0.0027,0.0147,0.0525,0.7895
30388897,92047,PM2_5,0.1406,0.0027,0.0147,0.0525,0.7895
30390001,92072,PM2_5,0.44,0,0.01,0.01,0.54
30390002,92072,PM2_5,0.44,0,0.01,0.01,0.54
