SCC,num,specise,PSO4,PNO3,PEC,POC,PMFINE
40400307,92085,PM2_5,0,0,0.007,0.2885,0.7045
40400311,92085,PM2_5,0,0,0.007,0.2885,0.7045
40400402,92085,PM2_5,0,0,0.007,0.2885,0.7045
40400404,92085,PM2_5,0,0,0.007,0.2885,0.7045
40400406,92085,PM2_5,0,0,0.007,0.2885,0.7045
40400408,92085,PM2_5,0,0,0.007,0.2885,0.7045
40400413,92085,PM2_5,0,0,0.007,0.2885,0.7045
40400414,92085,PM2_5,0,0,0.007,0.2885,0.7045
40500101,92085,PM2_5,0,0,0.007,0.2885,0.7045
40500199,92085,PM2_5,0,0,0.007,0.2885,0.7045
40500201,92085,PM2_5,0,0,0.007,0.2885,0.7045
40500203,92085,PM2_5,0,0,0.007,0.2885,0.7045
40500211,92085,PM2_5,0,0,0.007,0.2885,0.7045
40500212,92085,PM2_5,0,0,0.007,0.2885,0.7045
40500301,92085,PM2_5,0,0,0.007,0.2885,0.7045
40500303,92085,PM2_5,0,0,0.007,0.2885,0.7045
40500304,92085,PM2_5,0,0,0.007,0.2885,0.7045
40500305,92085,PM2_5,0,0,0.007,0.2885,0.7045
40500306,92085,PM2_5,0,0,0.007,0.2885,0.7045
40500307,92085,PM2_5,0,0,0.007,0.2885,0.7045
40500311,92085,PM2_5,0,0,0.007,0.2885,0.7045
40500312,92085,PM2_5,0,0,0.007,0.2885,0.7045
40500315,92085,PM2_5,0,0,0.007,0.2885,0.7045
40500401,92085,PM2_5,0,0,0.007,0.2885,0.7045
40500411,92085,PM2_5,0,0,0.007,0.2885,0.7045
40500412,92085,PM2_5,0,0,0.007,0.2885,0.7045
40500413,92085,PM2_5,0,0,0.007,0.2885,0.7045
40500414,92085,PM2_5,0,0,0.007,0.2885,0.7045
40500421,92085,PM2_5,0,0,0.007,0.2885,0.7045
40500431,92085,PM2_5,0,0,0.007,0.2885,0.7045
40500432,92085,PM2_5,0,0,0.007,0.2885,0.7045
40500433,92085,PM2_5,0,0,0.007,0.2885,0.7045
40500501,92085,PM2_5,0,0,0.007,0.2885,0.7045
40500503,92085,PM2_5,0,0,0.007,0.2885,0.7045
40500506,92085,PM2_5,0,0,0.007,0.2885,0.7045
40500507,92085,PM2_5,0,0,0.007,0.2885,0.7045
40500510,92085,PM2_5,0,0,0.007,0.2885,0.7045
40500511,92085,PM2_5,0,0,0.007,0.2885,0.7045
40500512,92085,PM2_5,0,0,0.007,0.2885,0.7045
40500514,92085,PM2_5,0,0,0.007,0.2885,0.7045
40500597,92085,PM2_5,0,0,0.007,0.2885,0.7045
40500598,92085,PM2_5,0,0,0.007,0.2885,0.7045
40500599,92085,PM2_5,0,0,0.007,0.2885,0.7045
40500601,92085,PM2_5,0,0,0.007,0.2885,0.7045
40500701,92085,PM2_5,0,0,0.007,0.2885,0.7045
40500799,92085,PM2_5,0,0,0.007,0.2885,0.7045
40500801,92085,PM2_5,0,0,0.007,0.2885,0.7045
40500811,92085,PM2_5,0,0,0.007,0.2885,0.7045
40500812,92085,PM2_5,0,0,0.007,0.2885,0.7045
40588801,92085,PM2_5,0,0,0.007,0.2885,0.7045
40588802,92085,PM2_5,0,0,0.007,0.2885,0.7045
40588803,92085,PM2_5,0,0,0.007,0.2885,0.7045
40588805,92085,PM2_5,0,0,0.007,0.2885,0.7045
40600100,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
40600126,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
40600131,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
40600133,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
40600135,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
40600136,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
40600140,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
40600141,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
40600199,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
40600232,92085,PM2_5,0,0,0.007,0.2885,0.7045
40600236,92085,PM2_5,0,0,0.007,0.2885,0.7045
40600238,92085,PM2_5,0,0,0.007,0.2885,0.7045
40600243,92085,PM2_5,0,0,0.007,0.2885,0.7045
40600245,92085,PM2_5,0,0,0.007,0.2885,0.7045
40600298,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
40600301,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
40600306,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
40600403,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
40600601,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
40600651,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
40688801,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
40688802,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
40700497,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
40700498,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
40700801,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
40700809,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
40700810,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
40700813,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
40700814,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
40700815,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
40700816,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
40700897,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
40701611,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
40701612,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
40701613,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
40701614,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
40701697,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
40703298,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
40703601,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
40703613,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
40703614,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
40703615,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
40703616,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
40703617,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
40703623,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
40703624,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
40703698,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
40704098,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
40704403,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
40704404,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
40704405,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
40704407,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
40704417,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
40704418,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
40704419,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
40704420,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
40704497,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
40704897,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
40705203,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
40705603,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
40705697,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
40705698,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
40706009,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
40706011,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
40706017,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
40706023,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
40706024,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
40706805,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
40706806,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
40706813,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
40706897,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
40708403,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
40714697,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
40714698,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
40717208,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
40717297,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
40717298,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
40717603,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
40717604,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
40718097,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
40722801,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
40722803,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
40781605,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
40782004,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
40782401,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
40786001,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
40786004,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
40786401,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
40799997,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
40799998,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
40799999,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
40899995,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
40899997,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
40899999,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
41000100,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
41000240,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
41082599,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
42500101,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
42500201,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
42500301,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
49000199,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
49000201,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
49000202,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
49000203,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
49000205,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
49000206,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
49000299,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
49000399,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
49000499,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
49000599,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
49090011,92025,PM2_5,0.19,0,0.1,0.25,0.46
49090013,92048,PM2_5,0.086,0.021,0.384,0.247,0.262
49090015,92048,PM2_5,0.086,0.021,0.384,0.247,0.262
49090023,92048,PM2_5,0.086,0.021,0.384,0.247,0.262
49099998,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
49099999,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
50100101,92082,PM2_5,0.057,0.0142,0.0152,0.0841,0.8295
50100102,92082,PM2_5,0.057,0.0142,0.0152,0.0841,0.8295
50100103,92082,PM2_5,0.057,0.0142,0.0152,0.0841,0.8295
50100104,92082,PM2_5,0.057,0.0142,0.0152,0.0841,0.8295
50100105,92082,PM2_5,0.057,0.0142,0.0152,0.0841,0.8295
50100107,92082,PM2_5,0.057,0.0142,0.0152,0.0841,0.8295
50100108,92082,PM2_5,0.057,0.0142,0.0152,0.0841,0.8295
50100201,92082,PM2_5,0.057,0.0142,0.0152,0.0841,0.8295
50100202,92000,PM2_5,0.0165,0.0035,0.109,0.3882,0.4828
50100401,92088,PM2_5,0.0023,0.0013,0.001,0.0546,0.9409
50100402,92038,PM2_5,0.0021,0.0003,0.0113,0.0101,0.9762
50100403,92038,PM2_5,0.0021,0.0003,0.0113,0.0101,0.9762
50100406,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
50100410,92048,PM2_5,0.086,0.021,0.384,0.247,0.262
50100411,92048,PM2_5,0.086,0.021,0.384,0.247,0.262
50100412,92048,PM2_5,0.086,0.021,0.384,0.247,0.262
50100420,92048,PM2_5,0.086,0.021,0.384,0.247,0.262
50100421,92048,PM2_5,0.086,0.021,0.384,0.247,0.262
50100422,92048,PM2_5,0.086,0.021,0.384,0.247,0.262
50100423,92048,PM2_5,0.086,0.021,0.384,0.247,0.262
50100433,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
50100500,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
50100505,92082,PM2_5,0.057,0.0142,0.0152,0.0841,0.8295
50100506,92081,PM2_5,0.19,0.0142,0.0152,0.0841,0.6965
50100508,92091,PM2_5,0.078,0,0.138,0.326,0.458
50100510,92091,PM2_5,0.078,0,0.138,0.326,0.458
50100515,92081,PM2_5,0.19,0.0142,0.0152,0.0841,0.6965
50100516,92081,PM2_5,0.19,0.0142,0.0152,0.0841,0.6965
50100517,92081,PM2_5,0.19,0.0142,0.0152,0.0841,0.6965
50100599,92082,PM2_5,0.057,0.0142,0.0152,0.0841,0.8295
50100601,92035,PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491
50100602,92025,PM2_5,0.19,0,0.1,0.25,0.46
50100603,92035,PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491
50100604,92091,PM2_5,0.078,0,0.138,0.326,0.458
50100701,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
50100789,92048,PM2_5,0.086,0.021,0.384,0.247,0.262
50100791,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
50100793,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
50100799,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
50180001,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
50182599,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
50190005,92025,PM2_5,0.19,0,0.1,0.25,0.46
50190006,92048,PM2_5,0.086,0.021,0.384,0.247,0.262
50190010,92048,PM2_5,0.086,0.021,0.384,0.247,0.262
50200101,92082,PM2_5,0.057,0.0142,0.0152,0.0841,0.8295
50200102,92082,PM2_5,0.057,0.0142,0.0152,0.0841,0.8295
50200103,92082,PM2_5,0.057,0.0142,0.0152,0.0841,0.8295
50200104,92082,PM2_5,0.057,0.0142,0.0152,0.0841,0.8295
50200105,92091,PM2_5,0.078,0,0.138,0.326,0.458
50200201,92091,PM2_5,0.078,0,0.138,0.326,0.458
50200202,92082,PM2_5,0.057,0.0142,0.0152,0.0841,0.8295
50200205,92000,PM2_5,0.0165,0.0035,0.109,0.3882,0.4828
50200301,92082,PM2_5,0.057,0.0142,0.0152,0.0841,0.8295
50200501,92082,PM2_5,0.057,0.0142,0.0152,0.0841,0.8295
50200502,92082,PM2_5,0.057,0.0142,0.0152,0.0841,0.8295
50200504,92082,PM2_5,0.057,0.0142,0.0152,0.0841,0.8295
50200505,92082,PM2_5,0.057,0.0142,0.0152,0.0841,0.8295
50200506,92081,PM2_5,0.19,0.0142,0.0152,0.0841,0.6965
50200507,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
50200515,92081,PM2_5,0.19,0.0142,0.0152,0.0841,0.6965
50200518,92081,PM2_5,0.19,0.0142,0.0152,0.0841,0.6965
50200601,92048,PM2_5,0.086,0.021,0.384,0.247,0.262
50200602,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
50200901,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
50280001,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
50290005,92025,PM2_5,0.19,0,0.1,0.25,0.46
50290006,92048,PM2_5,0.086,0.021,0.384,0.247,0.262
50290010,92048,PM2_5,0.086,0.021,0.384,0.247,0.262
50290099,92048,PM2_5,0.086,0.021,0.384,0.247,0.262
50300101,92082,PM2_5,0.057,0.0142,0.0152,0.0841,0.8295
50300102,92082,PM2_5,0.057,0.0142,0.0152,0.0841,0.8295
50300103,92082,PM2_5,0.057,0.0142,0.0152,0.0841,0.8295
50300104,92082,PM2_5,0.057,0.0142,0.0152,0.0841,0.8295
50300105,92091,PM2_5,0.078,0,0.138,0.326,0.458
50300106,92091,PM2_5,0.078,0,0.138,0.326,0.458
50300107,92086,PM2_5,0.2536,0.0126,0.0283,0.2157,0.4898
50300108,92082,PM2_5,0.057,0.0142,0.0152,0.0841,0.8295
50300109,92082,PM2_5,0.057,0.0142,0.0152,0.0841,0.8295
50300111,92082,PM2_5,0.057,0.0142,0.0152,0.0841,0.8295
50300112,92082,PM2_5,0.057,0.0142,0.0152,0.0841,0.8295
50300113,92082,PM2_5,0.057,0.0142,0.0152,0.0841,0.8295
50300114,92082,PM2_5,0.057,0.0142,0.0152,0.0841,0.8295
50300201,92000,PM2_5,0.0165,0.0035,0.109,0.3882,0.4828
50300202,92082,PM2_5,0.057,0.0142,0.0152,0.0841,0.8295
50300205,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
50300500,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
50300501,92082,PM2_5,0.057,0.0142,0.0152,0.0841,0.8295
50300502,92082,PM2_5,0.057,0.0142,0.0152,0.0841,0.8295
50300503,92082,PM2_5,0.057,0.0142,0.0152,0.0841,0.8295
50300504,92082,PM2_5,0.057,0.0142,0.0152,0.0841,0.8295
50300505,92082,PM2_5,0.057,0.0142,0.0152,0.0841,0.8295
50300506,92081,PM2_5,0.19,0.0142,0.0152,0.0841,0.6965
50300516,92081,PM2_5,0.19,0.0142,0.0152,0.0841,0.6965
50300599,92082,PM2_5,0.057,0.0142,0.0152,0.0841,0.8295
50300601,92048,PM2_5,0.086,0.021,0.384,0.247,0.262
50300602,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
50300603,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
50300701,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
50300702,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
50300789,92048,PM2_5,0.086,0.021,0.384,0.247,0.262
50300801,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
50300810,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
50300820,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
50300830,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
50300899,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
50382501,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
50382599,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
50390005,92025,PM2_5,0.19,0,0.1,0.25,0.46
50390006,92048,PM2_5,0.086,0.021,0.384,0.247,0.262
50390007,92048,PM2_5,0.086,0.021,0.384,0.247,0.262
50390010,92048,PM2_5,0.086,0.021,0.384,0.247,0.262
50400201,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
50400320,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
50410001,92038,PM2_5,0.0021,0.0003,0.0113,0.0101,0.9762
50410010,92038,PM2_5,0.0021,0.0003,0.0113,0.0101,0.9762
50410030,92038,PM2_5,0.0021,0.0003,0.0113,0.0101,0.9762
50410040,92038,PM2_5,0.0021,0.0003,0.0113,0.0101,0.9762
50410110,92038,PM2_5,0.0021,0.0003,0.0113,0.0101,0.9762
50410120,92038,PM2_5,0.0021,0.0003,0.0113,0.0101,0.9762
50410310,92038,PM2_5,0.0021,0.0003,0.0113,0.0101,0.9762
50410321,92038,PM2_5,0.0021,0.0003,0.0113,0.0101,0.9762
50410405,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
50410510,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
50410530,92082,PM2_5,0.057,0.0142,0.0152,0.0841,0.8295
50410535,92082,PM2_5,0.057,0.0142,0.0152,0.0841,0.8295
50410562,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
50410563,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
50410622,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
50410645,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
50410721,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
50490000,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
50490004,92048,PM2_5,0.086,0.021,0.384,0.247,0.262
62540025,92031,PM2_5,0.0005,0.0005,0,0.12,0.879
62540041,92030,PM2_5,0.0036,0,0.0018,0.0405,0.9542
62580001,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
63111001,92017,PM2_5,0.0312,0.0035,0.0182,0.0917,0.8552
63111043,92017,PM2_5,0.0312,0.0035,0.0182,0.0917,0.8552
63180001,92017,PM2_5,0.0312,0.0035,0.0182,0.0917,0.8552
64130111,92017,PM2_5,0.0312,0.0035,0.0182,0.0917,0.8552
64130201,92017,PM2_5,0.0312,0.0035,0.0182,0.0917,0.8552
64131001,92017,PM2_5,0.0312,0.0035,0.0182,0.0917,0.8552
64180001,92017,PM2_5,0.0312,0.0035,0.0182,0.0917,0.8552
64450001,92017,PM2_5,0.0312,0.0035,0.0182,0.0917,0.8552
64450052,92017,PM2_5,0.0312,0.0035,0.0182,0.0917,0.8552
64470024,92017,PM2_5,0.0312,0.0035,0.0182,0.0917,0.8552
64520001,92017,PM2_5,0.0312,0.0035,0.0182,0.0917,0.8552
64520011,92017,PM2_5,0.0312,0.0035,0.0182,0.0917,0.8552
64520020,92017,PM2_5,0.0312,0.0035,0.0182,0.0917,0.8552
64521010,92017,PM2_5,0.0312,0.0035,0.0182,0.0917,0.8552
64521041,92017,PM2_5,0.0312,0.0035,0.0182,0.0917,0.8552
64630001,92017,PM2_5,0.0312,0.0035,0.0182,0.0917,0.8552
64630040,92017,PM2_5,0.0312,0.0035,0.0182,0.0917,0.8552
64630052,92017,PM2_5,0.0312,0.0035,0.0182,0.0917,0.8552
64631001,92017,PM2_5,0.0312,0.0035,0.0182,0.0917,0.8552
64631030,92017,PM2_5,0.0312,0.0035,0.0182,0.0917,0.8552
64631080,92017,PM2_5,0.0312,0.0035,0.0182,0.0917,0.8552
64632030,92017,PM2_5,0.0312,0.0035,0.0182,0.0917,0.8552
64633050,92017,PM2_5,0.0312,0.0035,0.0182,0.0917,0.8552
64820010,92017,PM2_5,0.0312,0.0035,0.0182,0.0917,0.8552
64880001,92017,PM2_5,0.0312,0.0035,0.0182,0.0917,0.8552
64882599,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
64920001,92017,PM2_5,0.0312,0.0035,0.0182,0.0917,0.8552
64920021,92017,PM2_5,0.0312,0.0035,0.0182,0.0917,0.8552
64920030,92017,PM2_5,0.0312,0.0035,0.0182,0.0917,0.8552
64930001,92017,PM2_5,0.0312,0.0035,0.0182,0.0917,0.8552
64982599,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
65110021,92039,PM2_5,0.0313,0.0035,0,0,0.9652
65130001,92039,PM2_5,0.0313,0.0035,0,0,0.9652
65130010,92039,PM2_5,0.0313,0.0035,0,0,0.9652
65135012,92039,PM2_5,0.0313,0.0035,0,0,0.9652
65140015,92039,PM2_5,0.0313,0.0035,0,0,0.9652
68180001,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
68241001,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
68241002,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
68241030,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
68241098,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
68282599,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
68430120,92039,PM2_5,0.0313,0.0035,0,0,0.9652
68440001,92017,PM2_5,0.0312,0.0035,0.0182,0.0917,0.8552
99999999,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115
2101000000,92084,PM2_5,0.1267,0.0016,0.0188,0.0263,0.8266
2101002000,92095,PM2_5,0.126725,0.00208,0.01696,0.026307,0.827928
2101003000,92056,PM2_5,0.4624,0.0009,0.0013,0.103,0.4324
2101004000,92025,PM2_5,0.19,0,0.1,0.25,0.46
2101004002,92025,PM2_5,0.19,0,0.1,0.25,0.46
2101005000,92072,PM2_5,0.44,0,0.01,0.01,0.54
2101006000,92048,PM2_5,0.086,0.021,0.384,0.247,0.262
2101006001,92048,PM2_5,0.086,0.021,0.384,0.247,0.262
2101006002,92048,PM2_5,0.086,0.021,0.384,0.247,0.262
2101007000,92048,PM2_5,0.086,0.021,0.384,0.247,0.262
2101010000,92060,PM2_5,0.1951,0.028,0.1716,0.3549,0.2504
2102001000,92084,PM2_5,0.1267,0.0016,0.0188,0.0263,0.8266
2102002000,92084,PM2_5,0.1267,0.0016,0.0188,0.0263,0.8266
2102004000,92025,PM2_5,0.19,0,0.1,0.25,0.46
2102005000,92072,PM2_5,0.44,0,0.01,0.01,0.54
2102006000,92048,PM2_5,0.086,0.021,0.384,0.247,0.262
2102006001,92048,PM2_5,0.086,0.021,0.384,0.247,0.262
2102006002,92048,PM2_5,0.086,0.021,0.384,0.247,0.262
2102007000,92048,PM2_5,0.086,0.021,0.384,0.247,0.262
2102008000,92091,PM2_5,0.078,0,0.138,0.326,0.458
2102009000,92084,PM2_5,0.1267,0.0016,0.0188,0.0263,0.8266
2102010000,92060,PM2_5,0.1951,0.028,0.1716,0.3549,0.2504
2102011000,92035,PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491
2103000000,92084,PM2_5,0.1267,0.0016,0.0188,0.0263,0.8266
2103001000,92084,PM2_5,0.1267,0.0016,0.0188,0.0263,0.8266
2103002000,92084,PM2_5,0.1267,0.0016,0.0188,0.0263,0.8266
2103004000,92025,PM2_5,0.19,0,0.1,0.25,0.46
2103005000,92072,PM2_5,0.44,0,0.01,0.01,0.54
2103006000,92048,PM2_5,0.086,0.021,0.384,0.247,0.262
2103007000,92048,PM2_5,0.086,0.021,0.384,0.247,0.262
2103007005,92048,PM2_5,0.086,0.021,0.384,0.247,0.262
2103007010,92048,PM2_5,0.086,0.021,0.384,0.247,0.262
2103008000,92091,PM2_5,0.078,0,0.138,0.326,0.458
2103011000,92035,PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491
2104000000,92063,PM2_5,0.126,0.0341,0,0.8295,0.0104
2104001000,92062,PM2_5,0.0332,0.0031,0.2395,0.6383,0.0858
2104002000,92062,PM2_5,0.0332,0.0031,0.2395,0.6383,0.0858
2104004000,92025,PM2_5,0.19,0,0.1,0.25,0.46
2104005000,92072,PM2_5,0.44,0,0.01,0.01,0.54
