"number";"polid";"specid";"splitfactor";"divisor";"massfrac"
92074;"PM2_5";"PH2O";0.00132;1.0;0.00132
92074;"PM2_5";"PNA";0.0080;1.0;0.0080
92074;"PM2_5";"PAL";0.0555;1.0;0.0555
92074;"PM2_5";"PSI";0.282;1.0;0.282
92074;"PM2_5";"PCL";0.0141;1.0;0.0141
92074;"PM2_5";"PK";0.00994;1.0;0.00994
92074;"PM2_5";"PCA";0.0082;1.0;0.0082
92074;"PM2_5";"PTI";0.0040;1.0;0.0040
92074;"PM2_5";"PMN";0.0014;1.0;0.0014
92074;"PM2_5";"PFE";0.063;1.0;0.063
92074;"PM2_5";"PMOTHR";0.53954;1.0;0.53954
92074;"PM2_5";"PMFINE";0.989;1.0;0.989
92075;"PM2_5";"PSO4";0.0998;1.0;0.0998
92075;"PM2_5";"PH2O";0.024;1.0;0.024
92075;"PM2_5";"PNA";0.399;1.0;0.399
92075;"PM2_5";"PMG";0.0479;1.0;0.0479
92075;"PM2_5";"PCL";0.399;1.0;0.399
92075;"PM2_5";"PK";0.014;1.0;0.014
92075;"PM2_5";"PCA";0.014;1.0;0.014
92075;"PM2_5";"PMOTHR";0.00229999999999997;1.0;0.00229999999999997
92075;"PM2_5";"PMFINE";0.9002;1.0;0.9002
92076;"PM2_5";"POC";0.015;1.0;0.015
92076;"PM2_5";"PEC";0.0019;1.0;0.0019
92076;"PM2_5";"PNO3";0.0138;1.0;0.0138
92076;"PM2_5";"PSO4";0.0865;1.0;0.0865
92076;"PM2_5";"PNCOM";0.0060;1.0;0.0060
92076;"PM2_5";"PH2O";0.0208;1.0;0.0208
92076;"PM2_5";"PNA";0.155;1.0;0.155
92076;"PM2_5";"PAL";0.017;1.0;0.017
92076;"PM2_5";"PSI";0.0476;1.0;0.0476
92076;"PM2_5";"PCL";0.2;1.0;0.2
92076;"PM2_5";"PK";0.1;1.0;0.1
92076;"PM2_5";"PCA";0.0012;1.0;0.0012
92076;"PM2_5";"PTI";2.5E-4;1.0;2.5E-4
92076;"PM2_5";"PMN";1.2E-4;1.0;1.2E-4
92076;"PM2_5";"PFE";0.0029;1.0;0.0029
92076;"PM2_5";"PMOTHR";0.33193;1.0;0.33193
92076;"PM2_5";"PMFINE";0.8828;1.0;0.8828
92077;"PM2_5";"POC";0.01;1.0;0.01
92077;"PM2_5";"PEC";9.9E-4;1.0;9.9E-4
92077;"PM2_5";"PSO4";5.2E-4;1.0;5.2E-4
92077;"PM2_5";"PNCOM";0.0040;1.0;0.0040
92077;"PM2_5";"PH2O";1.25E-4;1.0;1.25E-4
92077;"PM2_5";"PCL";0.0119;1.0;0.0119
92077;"PM2_5";"PK";0.00236;1.0;0.00236
92077;"PM2_5";"PCA";0.00434;1.0;0.00434
92077;"PM2_5";"PMN";7.0E-5;1.0;7.0E-5
92077;"PM2_5";"PFE";0.00244;1.0;0.00244
92077;"PM2_5";"PMOTHR";0.963255;1.0;0.963255
92077;"PM2_5";"PMFINE";0.98849;1.0;0.98849
92078;"PM2_5";"PSO4";0.0753;1.0;0.0753
92078;"PM2_5";"PH2O";0.0181;1.0;0.0181
92078;"PM2_5";"PNA";0.03;1.0;0.03
92078;"PM2_5";"PMG";1.0E-5;1.0;1.0E-5
92078;"PM2_5";"PAL";3.0E-5;1.0;3.0E-5
92078;"PM2_5";"PSI";0.0030;1.0;0.0030
92078;"PM2_5";"PCL";0.193;1.0;0.193
92078;"PM2_5";"PK";0.01;1.0;0.01
92078;"PM2_5";"PCA";3.0E-4;1.0;3.0E-4
92078;"PM2_5";"PMN";3.0E-5;1.0;3.0E-5
92078;"PM2_5";"PFE";0.0010;1.0;0.0010
92078;"PM2_5";"PMOTHR";0.66923;1.0;0.66923
92078;"PM2_5";"PMFINE";0.9247;1.0;0.9247
92079;"PM2_5";"POC";0.0273;1.0;0.0273
92079;"PM2_5";"PEC";0.00172;1.0;0.00172
92079;"PM2_5";"PSO4";0.103;1.0;0.103
92079;"PM2_5";"PNCOM";0.0109;1.0;0.0109
92079;"PM2_5";"PNA";0.13;1.0;0.13
92079;"PM2_5";"PMG";0.0016;1.0;0.0016
92079;"PM2_5";"PAL";9.0E-4;1.0;9.0E-4
92079;"PM2_5";"PSI";0.0124;1.0;0.0124
92079;"PM2_5";"PCL";0.17;1.0;0.17
92079;"PM2_5";"PK";0.21;1.0;0.21
92079;"PM2_5";"PCA";0.00583;1.0;0.00583
92079;"PM2_5";"PMN";0.00283;1.0;0.00283
92079;"PM2_5";"PFE";0.0694;1.0;0.0694
92079;"PM2_5";"PMOTHR";0.25412;1.0;0.25412
92079;"PM2_5";"PMFINE";0.86798;1.0;0.86798
92080;"PM2_5";"POC";0.522;1.0;0.522
92080;"PM2_5";"PEC";0.0435;1.0;0.0435
92080;"PM2_5";"PNO3";0.00132;1.0;0.00132
92080;"PM2_5";"PSO4";0.0127;1.0;0.0127
92080;"PM2_5";"PNCOM";0.365;1.0;0.365
92080;"PM2_5";"PNA";0.0173;1.0;0.0173
92080;"PM2_5";"PAL";0.00103;1.0;0.00103
92080;"PM2_5";"PSI";0.0016;1.0;0.0016
92080;"PM2_5";"PCL";0.00511;1.0;0.00511
92080;"PM2_5";"PK";0.0131;1.0;0.0131
92080;"PM2_5";"PCA";0.00154;1.0;0.00154
92080;"PM2_5";"PTI";1.15E-4;1.0;1.15E-4
92080;"PM2_5";"PMN";1.7E-4;1.0;1.7E-4
92080;"PM2_5";"PFE";4.35E-4;1.0;4.35E-4
92080;"PM2_5";"PMOTHR";0.01508;1.0;0.01508
92080;"PM2_5";"PMFINE";0.42048;1.0;0.42048
92081;"PM2_5";"POC";0.0841;1.0;0.0841
92081;"PM2_5";"PEC";0.0152;1.0;0.0152
92081;"PM2_5";"PNO3";0.0142;1.0;0.0142
92081;"PM2_5";"PSO4";0.19;1.0;0.19
92081;"PM2_5";"PNCOM";0.0336;1.0;0.0336
92081;"PM2_5";"PNA";0.0141;1.0;0.0141
92081;"PM2_5";"PMG";0.0065;1.0;0.0065
92081;"PM2_5";"PAL";0.018;1.0;0.018
92081;"PM2_5";"PSI";0.0477;1.0;0.0477
92081;"PM2_5";"PCL";0.0148;1.0;0.0148
92081;"PM2_5";"PK";0.0096;1.0;0.0096
92081;"PM2_5";"PCA";0.0507;1.0;0.0507
92081;"PM2_5";"PTI";0.0044;1.0;0.0044
92081;"PM2_5";"PMN";0.0021;1.0;0.0021
92081;"PM2_5";"PFE";0.0538;1.0;0.0538
92081;"PM2_5";"PMOTHR";0.4412;1.0;0.4412
92081;"PM2_5";"PMFINE";0.6965;1.0;0.6965
92082;"PM2_5";"POC";0.0841;1.0;0.0841
92082;"PM2_5";"PEC";0.0152;1.0;0.0152
92082;"PM2_5";"PNH4";0.0822;1.0;0.0822
92082;"PM2_5";"PNO3";0.0142;1.0;0.0142
92082;"PM2_5";"PSO4";0.068;1.0;0.068
92082;"PM2_5";"PNCOM";0.0336;1.0;0.0336
92082;"PM2_5";"PNA";0.00809;1.0;0.00809
92082;"PM2_5";"PAL";0.0199;1.0;0.0199
92082;"PM2_5";"PSI";0.0687;1.0;0.0687
92082;"PM2_5";"PCL";0.138;1.0;0.138
92082;"PM2_5";"PK";0.0216;1.0;0.0216
92082;"PM2_5";"PCA";0.0219;1.0;0.0219
92082;"PM2_5";"PTI";0.0024;1.0;0.0024
92082;"PM2_5";"PMN";6.0E-4;1.0;6.0E-4
92082;"PM2_5";"PFE";0.0238;1.0;0.0238
92082;"PM2_5";"PMOTHR";0.39771;1.0;0.39771
92082;"PM2_5";"PMFINE";0.8185;1.0;0.8185
92083;"PM2_5";"PSO4";0.0822;1.0;0.0822
92083;"PM2_5";"PH2O";0.0197;1.0;0.0197
92083;"PM2_5";"PAL";0.00878;1.0;0.00878
92083;"PM2_5";"PSI";0.0163;1.0;0.0163
92083;"PM2_5";"PCL";0.00458;1.0;0.00458
92083;"PM2_5";"PK";0.0254;1.0;0.0254
92083;"PM2_5";"PCA";0.254;1.0;0.254
92083;"PM2_5";"PTI";0.00165;1.0;0.00165
92083;"PM2_5";"PMN";0.00277;1.0;0.00277
92083;"PM2_5";"PFE";0.205;1.0;0.205
92083;"PM2_5";"PMOTHR";0.37962;1.0;0.37962
92083;"PM2_5";"PMFINE";0.9178;1.0;0.9178
92084;"PM2_5";"POC";0.0316;1.0;0.0316
92084;"PM2_5";"PEC";0.0428;1.0;0.0428
92084;"PM2_5";"PNH4";0.00348;1.0;0.00348
92084;"PM2_5";"PNO3";5.71E-4;1.0;5.71E-4
92084;"PM2_5";"PSO4";0.102;1.0;0.102
92084;"PM2_5";"PNCOM";0.0127;1.0;0.0127
92084;"PM2_5";"PAL";0.0597;1.0;0.0597
92084;"PM2_5";"PSI";0.0901;1.0;0.0901
92084;"PM2_5";"PCL";6.29E-4;1.0;6.29E-4
92084;"PM2_5";"PK";0.00464;1.0;0.00464
92084;"PM2_5";"PCA";0.0345;1.0;0.0345
92084;"PM2_5";"PTI";0.00432;1.0;0.00432
92084;"PM2_5";"PMN";2.83E-4;1.0;2.83E-4
92084;"PM2_5";"PFE";0.0292;1.0;0.0292
92084;"PM2_5";"PMOTHR";0.583477;1.0;0.583477
92084;"PM2_5";"PMFINE";0.823029;1.0;0.823029
92085;"PM2_5";"POC";0.208;1.0;0.208
92085;"PM2_5";"PEC";0.0070;1.0;0.0070
92085;"PM2_5";"PNCOM";0.083;1.0;0.083
92085;"PM2_5";"PAL";0.037;1.0;0.037
92085;"PM2_5";"PSI";0.0381;1.0;0.0381
92085;"PM2_5";"PCL";0.00245;1.0;0.00245
92085;"PM2_5";"PK";0.00295;1.0;0.00295
92085;"PM2_5";"PCA";0.0379;1.0;0.0379
92085;"PM2_5";"PTI";0.255;1.0;0.255
92085;"PM2_5";"PFE";5.0E-4;1.0;5.0E-4
92085;"PM2_5";"PMOTHR";0.3281;1.0;0.3281
92085;"PM2_5";"PMFINE";0.785;1.0;0.785
92087;"PM2_5";"POC";0.472;1.0;0.472
92087;"PM2_5";"PEC";0.22;1.0;0.22
92087;"PM2_5";"PNH4";1.9E-4;1.0;1.9E-4
92087;"PM2_5";"PNO3";0.0015;1.0;0.0015
92087;"PM2_5";"PSO4";0.0311;1.0;0.0311
92087;"PM2_5";"PNCOM";0.189;1.0;0.189
92087;"PM2_5";"PH2O";0.00751;1.0;0.00751
92087;"PM2_5";"PNA";6.1E-4;1.0;6.1E-4
92087;"PM2_5";"PMG";3.75E-4;1.0;3.75E-4
92087;"PM2_5";"PAL";6.05E-4;1.0;6.05E-4
92087;"PM2_5";"PSI";0.00115;1.0;0.00115
92087;"PM2_5";"PCL";0.0078;1.0;0.0078
92087;"PM2_5";"PK";3.8E-4;1.0;3.8E-4
92087;"PM2_5";"PCA";0.00112;1.0;0.00112
92087;"PM2_5";"PTI";3.6E-4;1.0;3.6E-4
92087;"PM2_5";"PMN";1.0E-4;1.0;1.0E-4
92087;"PM2_5";"PFE";0.0046;1.0;0.0046
92087;"PM2_5";"PMOTHR";0.0616;1.0;0.0616
92087;"PM2_5";"PMFINE";0.2754;1.0;0.2754
92088;"PM2_5";"POC";0.0546;1.0;0.0546
92088;"PM2_5";"PEC";9.75E-4;1.0;9.75E-4
92088;"PM2_5";"PNH4";5.25E-4;1.0;5.25E-4
92088;"PM2_5";"PNO3";0.00127;1.0;0.00127
92088;"PM2_5";"PSO4";0.0075;1.0;0.0075
92088;"PM2_5";"PNCOM";0.0218;1.0;0.0218
92088;"PM2_5";"PH2O";0.00193;1.0;0.00193
92088;"PM2_5";"PNA";3.85E-4;1.0;3.85E-4
92088;"PM2_5";"PMG";0.0067;1.0;0.0067
92088;"PM2_5";"PAL";0.0445;1.0;0.0445
92088;"PM2_5";"PSI";0.144;1.0;0.144
92088;"PM2_5";"PCL";0.0013;1.0;0.0013
92088;"PM2_5";"PK";0.0159;1.0;0.0159
92088;"PM2_5";"PCA";0.0701;1.0;0.0701
92088;"PM2_5";"PTI";0.00346;1.0;0.00346
92088;"PM2_5";"PMN";0.00115;1.0;0.00115
92088;"PM2_5";"PFE";0.0413;1.0;0.0413
92088;"PM2_5";"PMOTHR";0.582605;1.0;0.582605
92088;"PM2_5";"PMFINE";0.935655;1.0;0.935655
92089;"PM2_5";"POC";0.31;1.0;0.31
92089;"PM2_5";"PEC";0.02;1.0;0.02
92089;"PM2_5";"PNO3";0.0055;1.0;0.0055
92089;"PM2_5";"PSO4";0.04;1.0;0.04
92089;"PM2_5";"PNCOM";0.124;1.0;0.124
92089;"PM2_5";"PH2O";0.0096;1.0;0.0096
92089;"PM2_5";"PCL";0.11;1.0;0.11
92089;"PM2_5";"PK";0.0055;1.0;0.0055
92089;"PM2_5";"PCA";0.0055;1.0;0.0055
92089;"PM2_5";"PMN";5.0E-4;1.0;5.0E-4
92089;"PM2_5";"PFE";5.0E-4;1.0;5.0E-4
92089;"PM2_5";"PMOTHR";0.3689;1.0;0.3689
92089;"PM2_5";"PMFINE";0.6245;1.0;0.6245
92090;"PM2_5";"POC";0.462;1.0;0.462
92090;"PM2_5";"PEC";0.0949;1.0;0.0949
92090;"PM2_5";"PNH4";0.00879;1.0;0.00879
92090;"PM2_5";"PNO3";0.00132;1.0;0.00132
92090;"PM2_5";"PSO4";0.0126;1.0;0.0126
92090;"PM2_5";"PNCOM";0.323;1.0;0.323
92090;"PM2_5";"PNA";0.00573;1.0;0.00573
92090;"PM2_5";"PMG";3.14E-4;1.0;3.14E-4
92090;"PM2_5";"PAL";6.08E-4;1.0;6.08E-4
92090;"PM2_5";"PSI";0.00182;1.0;0.00182
92090;"PM2_5";"PCL";0.0415;1.0;0.0415
92090;"PM2_5";"PK";0.0294;1.0;0.0294
92090;"PM2_5";"PCA";0.00386;1.0;0.00386
92090;"PM2_5";"PTI";5.15E-5;1.0;5.15E-5
92090;"PM2_5";"PMN";1.6E-5;1.0;1.6E-5
92090;"PM2_5";"PFE";4.34E-4;1.0;4.34E-4
92090;"PM2_5";"PMOTHR";0.0136565;1.0;0.0136565
92090;"PM2_5";"PMFINE";0.42918;1.0;0.42918
92091;"PM2_5";"POC";0.351;1.0;0.351
92091;"PM2_5";"PEC";0.0371;1.0;0.0371
92091;"PM2_5";"PSO4";0.0653;1.0;0.0653
92091;"PM2_5";"PNCOM";0.14;1.0;0.14
92091;"PM2_5";"PNA";0.00151;1.0;0.00151
92091;"PM2_5";"PMG";0.00142;1.0;0.00142
92091;"PM2_5";"PSI";0.136;1.0;0.136
92091;"PM2_5";"PCL";0.00535;1.0;0.00535
92091;"PM2_5";"PK";0.0887;1.0;0.0887
92091;"PM2_5";"PCA";0.00636;1.0;0.00636
92091;"PM2_5";"PMOTHR";0.16726;1.0;0.16726
92091;"PM2_5";"PMFINE";0.5466;1.0;0.5466
92092;"PM2_5";"POC";0.5;1.0;0.5
92092;"PM2_5";"PEC";0.08;1.0;0.08
92092;"PM2_5";"PNO3";0.0125;1.0;0.0125
92092;"PM2_5";"PSO4";0.0365;1.0;0.0365
92092;"PM2_5";"PNCOM";0.2;1.0;0.2
92092;"PM2_5";"PH2O";0.00876;1.0;0.00876
92092;"PM2_5";"PNA";0.037;1.0;0.037
92092;"PM2_5";"PSI";0.0025;1.0;0.0025
92092;"PM2_5";"PCL";0.045;1.0;0.045
92092;"PM2_5";"PK";0.04;1.0;0.04
92092;"PM2_5";"PCA";0.0050;1.0;0.0050
92092;"PM2_5";"PMN";9.0E-4;1.0;9.0E-4
92092;"PM2_5";"PFE";0.0010;1.0;0.0010
92092;"PM2_5";"PMOTHR";0.03084;1.0;0.03084
92092;"PM2_5";"PMFINE";0.371;1.0;0.371
92093;"PM2_5";"POC";0.35;1.0;0.35
92093;"PM2_5";"PEC";0.06;1.0;0.06
92093;"PM2_5";"PNCOM";0.14;1.0;0.14
92093;"PM2_5";"PCA";5.0E-4;1.0;5.0E-4
92093;"PM2_5";"PFE";5.0E-4;1.0;5.0E-4
92093;"PM2_5";"PMOTHR";0.449;1.0;0.449
92093;"PM2_5";"PMFINE";0.59;1.0;0.59
92094;"PM2_5";"POC";0.445;1.0;0.445
92094;"PM2_5";"PEC";0.038;1.0;0.038
92094;"PM2_5";"PNO3";0.0055;1.0;0.0055
92094;"PM2_5";"PSO4";0.0055;1.0;0.0055
92094;"PM2_5";"PNCOM";0.178;1.0;0.178
92094;"PM2_5";"PH2O";0.00132;1.0;0.00132
92094;"PM2_5";"PNA";0.0024;1.0;0.0024
92094;"PM2_5";"PAL";0.0018;1.0;0.0018
92094;"PM2_5";"PSI";0.0030;1.0;0.0030
92094;"PM2_5";"PCL";3.0E-4;1.0;3.0E-4
92094;"PM2_5";"PK";3.0E-4;1.0;3.0E-4
92094;"PM2_5";"PCA";0.0024;1.0;0.0024
92094;"PM2_5";"PTI";5.0E-4;1.0;5.0E-4
92094;"PM2_5";"PMN";3.0E-4;1.0;3.0E-4
92094;"PM2_5";"PFE";0.0038;1.0;0.0038
92094;"PM2_5";"PMOTHR";0.31188;1.0;0.31188
92094;"PM2_5";"PMFINE";0.506;1.0;0.506
92095;"PM2_5";"POC";0.0263;1.0;0.0263
92095;"PM2_5";"PEC";0.017;1.0;0.017
92095;"PM2_5";"PNH4";0.0282;1.0;0.0282
92095;"PM2_5";"PNO3";0.00208;1.0;0.00208
92095;"PM2_5";"PSO4";0.127;1.0;0.127
92095;"PM2_5";"PNCOM";0.0105;1.0;0.0105
92095;"PM2_5";"PNA";0.00129;1.0;0.00129
92095;"PM2_5";"PMG";0.00458;1.0;0.00458
92095;"PM2_5";"PAL";0.0416;1.0;0.0416
92095;"PM2_5";"PSI";0.0798;1.0;0.0798
92095;"PM2_5";"PCL";0.00702;1.0;0.00702
92095;"PM2_5";"PK";0.00419;1.0;0.00419
92095;"PM2_5";"PCA";0.0347;1.0;0.0347
92095;"PM2_5";"PTI";0.00196;1.0;0.00196
92095;"PM2_5";"PMN";1.57E-4;1.0;1.57E-4
92095;"PM2_5";"PFE";0.019;1.0;0.019
92095;"PM2_5";"PMOTHR";0.594623;1.0;0.594623
92095;"PM2_5";"PMFINE";0.82762;1.0;0.82762
